intent,pertanyaan,jawaban,pertanyaan_clean
pengaduan,"Halo, target penyelesaian laporan secara online berapa lama?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo target penyelesaian laporan secara online berapa lama
pengaduan,"Halo, langkah buat keluhan untuk meteran error via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo langkah buat keluhan untuk meteran error via website pln
pengaduan,"Permisi, prosedur alur keluhan dari pembuatan sampai penyelesaian?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi prosedur alur keluhan dari pembuatan sampai penyelesaian
pengaduan,cara memantau status pengaduan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara memantau status pengaduan di website pln
pengaduan,"Tolong, tahapan aduan di PLN Mobile via website PLN di jakarta?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong tahapan aduan di pln mobile via website pln di jakarta
pengaduan,"Halo, apakah kantor PLN menyediakan menu Pengaduan untuk aduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apakah kantor pln menyediakan menu pengaduan untuk aduan
pengaduan,bagaimana buat pengaduan gangguan listrik di palembang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat pengaduan gangguan listrik di palembang via call center 123
pengaduan,"Permisi, bagaimana mengajukan pengaduan melalui call center 123?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi bagaimana mengajukan pengaduan melalui call center 123
pengaduan,"Halo, bagaimana mengajukan laporan melalui kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo bagaimana mengajukan laporan melalui kantor pln
pengaduan,bagaimana alur pengaduan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana alur pengaduan dari pembuatan sampai penyelesaian
pengaduan,"Tolong, prioritas keluhan kwh tidak bertambah di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong prioritas keluhan kwh tidak bertambah di kantor pln
pengaduan,"Tolong, bagaimana mengirimkan pengaduan di menu Keluhan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong bagaimana mengirimkan pengaduan di menu keluhan
pengaduan,"Halo, apa cara komplain melalui aplikasi via call center 123 di denpasar?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apa cara komplain melalui aplikasi via call center 123 di denpasar
pengaduan,"Tolong, di mana melihat tiket pengaduan secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong di mana melihat tiket pengaduan secara online
pengaduan,"Tolong, seberapa darurat aduan kwh tidak bertambah di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong seberapa darurat aduan kwh tidak bertambah di kantor pln
pengaduan,"Admin, mohon info komplain via call center 123 via website PLN di yogyakarta?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin mohon info komplain via call center 123 via website pln di yogyakarta
pengaduan,apakah ketidaksesuaian tarif bisa diajukan lewat kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah ketidaksesuaian tarif bisa diajukan lewat kantor pln
pengaduan,"Permisi, butuh bukti untuk aduan secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi butuh bukti untuk aduan secara online
pengaduan,"Tolong, bagaimana alur pengaduan dari pembuatan sampai penyelesaian?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong bagaimana alur pengaduan dari pembuatan sampai penyelesaian
pengaduan,bagaimana mengirimkan keluhan tagihan tidak sesuai di medan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengirimkan keluhan tagihan tidak sesuai di medan secara online
pengaduan,"Halo, alur membuat laporan untuk ketidaksesuaian tarif di PLN Mobile?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo alur membuat laporan untuk ketidaksesuaian tarif di pln mobile
pengaduan,"Admin, bagaimana ajukan laporan gangguan listrik di bandung via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin bagaimana ajukan laporan gangguan listrik di bandung via website pln
pengaduan,"Tolong, cara memeriksa tahap penanganan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong cara memeriksa tahap penanganan di kantor pln
pengaduan,"Admin, apa saja detail kendala yang harus dicantumkan untuk keluhan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apa saja detail kendala yang harus dicantumkan untuk keluhan
pengaduan,"Admin, apakah wajib mencantumkan nomor meter saat ajukan pengaduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah wajib mencantumkan nomor meter saat ajukan pengaduan
pengaduan,"Permisi, bagaimana buat komplain gangguan listrik di palembang di PLN Mobile?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi bagaimana buat komplain gangguan listrik di palembang di pln mobile
pengaduan,"Admin, SLA pengaduan via website PLN berapa lama?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin sla pengaduan via website pln berapa lama
pengaduan,langkah membuat pengaduan untuk ketidaksesuaian tarif via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",langkah membuat pengaduan untuk ketidaksesuaian tarif via website pln
pengaduan,"Halo, bagaimana mengajukan laporan melalui call center 123?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo bagaimana mengajukan laporan melalui call center 123
pengaduan,"Permisi, apakah wajib mencantumkan nomor pelanggan saat buat laporan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi apakah wajib mencantumkan nomor pelanggan saat buat laporan
pengaduan,"Tolong, gimana komplain terkait pemadaman tidak terjadwal secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong bagaimana komplain terkait pemadaman tidak terjadwal secara online
pengaduan,"Admin, tolong info kirim laporan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin tolong info kirim laporan via website pln
pengaduan,"Tolong, seberapa darurat aduan tagihan tidak sesuai melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong seberapa darurat aduan tagihan tidak sesuai melalui aplikasi
pengaduan,"Admin, cara memantau progres pengaduan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin cara memantau progres pengaduan di kantor pln
pengaduan,"Halo, mohon info alur keluhan dari pembuatan sampai penyelesaian?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo mohon info alur keluhan dari pembuatan sampai penyelesaian
pengaduan,estimasi penanganan aduan melalui aplikasi berapa lama?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",estimasi penanganan aduan melalui aplikasi berapa lama
pengaduan,"Tolong, langkah kirim komplain untuk tiang miring melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong langkah kirim komplain untuk tiang miring melalui aplikasi
pengaduan,bagaimana membuat laporan meteran error di palembang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana membuat laporan meteran error di palembang via call center 123
pengaduan,apakah wajib mencantumkan ID pelanggan saat mengirimkan laporan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan id pelanggan saat mengirimkan laporan
pengaduan,bagaimana buat aduan gangguan listrik di semarang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat aduan gangguan listrik di semarang via call center 123
pengaduan,"Tolong, di mana melihat tahap penanganan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong di mana melihat tahap penanganan via website pln
pengaduan,"Admin, apakah tiang miring bisa diajukan lewat kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah tiang miring bisa diajukan lewat kantor pln
pengaduan,"Admin, apakah website PLN menyediakan menu Pengaduan untuk aduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah website pln menyediakan menu pengaduan untuk aduan
pengaduan,"Halo, prosedur mengajukan keluhan untuk ketidaksesuaian tarif ?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo prosedur mengajukan keluhan untuk ketidaksesuaian tarif
pengaduan,"Tolong, apa cara buat pengaduan untuk kabel longgar secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong apa cara buat pengaduan untuk kabel longgar secara online
pengaduan,"Admin, apa saja rincian masalah yang harus dicantumkan untuk komplain?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apa saja rincian masalah yang harus dicantumkan untuk komplain
pengaduan,gimana komplain secara online via kantor PLN di bandung?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana komplain secara online via kantor pln di bandung
pengaduan,"Permisi, bagaimana mengajukan laporan melalui call center 123?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi bagaimana mengajukan laporan melalui call center 123
pengaduan,"Tolong, apakah wajib mencantumkan ID pelanggan saat mengirimkan laporan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong apakah wajib mencantumkan id pelanggan saat mengirimkan laporan
pengaduan,"Halo, bagaimana laporan via call center 123 di surabaya?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo bagaimana laporan via call center 123 di surabaya
pengaduan,"Permisi, tingkat urgensi laporan tagihan tidak sesuai melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi tingkat urgensi laporan tagihan tidak sesuai melalui aplikasi
pengaduan,"Admin, seberapa darurat aduan kwh tidak bertambah via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin seberapa darurat aduan kwh tidak bertambah via website pln
pengaduan,"Tolong, apakah wajib mencantumkan nomor pelanggan saat mengirimkan komplain?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong apakah wajib mencantumkan nomor pelanggan saat mengirimkan komplain
pengaduan,"Tolong, bagaimana mengajukan pengaduan melalui website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong bagaimana mengajukan pengaduan melalui website pln
pengaduan,"Tolong, alur mengajukan pengaduan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong alur mengajukan pengaduan di kantor pln
pengaduan,"Halo, cara memantau status pengaduan di website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo cara memantau status pengaduan di website pln
pengaduan,butuh foto untuk aduan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh foto untuk aduan secara online
pengaduan,"Permisi, bagaimana mengajukan aduan tiang miring di tangerang secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi bagaimana mengajukan aduan tiang miring di tangerang secara online
pengaduan,"Tolong, cara memeriksa tahap penanganan di website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong cara memeriksa tahap penanganan di website pln
pengaduan,"Halo, apakah PLN Mobile menyediakan menu Pengaduan untuk aduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apakah pln mobile menyediakan menu pengaduan untuk aduan
pengaduan,"Admin, bagaimana mengajukan laporan melalui kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin bagaimana mengajukan laporan melalui kantor pln
pengaduan,"Halo, butuh dokumen pendukung untuk aduan melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo butuh dokumen pendukung untuk aduan melalui aplikasi
pengaduan,"Permisi, apakah wajib mencantumkan ID pelanggan saat buat keluhan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi apakah wajib mencantumkan id pelanggan saat buat keluhan
pengaduan,"Halo, apa saja detail kendala yang harus dicantumkan untuk laporan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apa saja detail kendala yang harus dicantumkan untuk laporan
pengaduan,cara cek tiket pengaduan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara cek tiket pengaduan di website pln
pengaduan,"Halo, mohon info aduan terkait ketidaksesuaian tarif via call center 123?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo mohon info aduan terkait ketidaksesuaian tarif via call center 123
pengaduan,"Admin, alur komplain melalui aplikasi via call center 123 di tangerang?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin alur komplain melalui aplikasi via call center 123 di tangerang
pengaduan,"Permisi, target penyelesaian komplain via call center 123 berapa lama?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi target penyelesaian komplain via call center 123 berapa lama
pengaduan,bagaimana membuat komplain secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana membuat komplain secara online
pengaduan,"Permisi, prosedur ajukan aduan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi prosedur ajukan aduan via website pln
pengaduan,"Admin, seberapa darurat keluhan tiang miring di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin seberapa darurat keluhan tiang miring di kantor pln
pengaduan,"Permisi, di mana melihat progres pengaduan secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi di mana melihat progres pengaduan secara online
pengaduan,"Permisi, gimana buat pengaduan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi bagaimana buat pengaduan via website pln
pengaduan,"Admin, di mana melihat tiket pengaduan melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat tiket pengaduan melalui aplikasi
pengaduan,"Halo, apakah PLN Mobile menyediakan menu Laporan untuk pengaduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apakah pln mobile menyediakan menu laporan untuk pengaduan
pengaduan,"Admin, di mana melihat tiket pengaduan secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat tiket pengaduan secara online
pengaduan,"Halo, di mana melihat tahap penanganan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo di mana melihat tahap penanganan di kantor pln
pengaduan,"Halo, tahapan aduan terkait kwh tidak bertambah via call center 123?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo tahapan aduan terkait kwh tidak bertambah via call center 123
pengaduan,"Permisi, seberapa darurat komplain kwh tidak bertambah via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi seberapa darurat komplain kwh tidak bertambah via website pln
pengaduan,"Admin, di mana melihat status pengaduan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat status pengaduan via website pln
pengaduan,"Halo, apa cara pengaduan di PLN Mobile via PLN Mobile di depok?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",halo apa cara pengaduan di pln mobile via pln mobile di depok
pengaduan,"Tolong, tahapan alur laporan dari pembuatan sampai penyelesaian?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong tahapan alur laporan dari pembuatan sampai penyelesaian
pengaduan,"Permisi, butuh foto untuk aduan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",permisi butuh foto untuk aduan di kantor pln
pengaduan,"Tolong, di mana melihat progres pengaduan di PLN Mobile?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tolong di mana melihat progres pengaduan di pln mobile
