intent,pertanyaan,jawaban,pertanyaan_clean
pengaduan,apakah wajib mencantumkan ID pelanggan saat membuat aduan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan id pelanggan saat membuat aduan
pengaduan,langkah melihat status pengaduan ?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",langkah melihat status pengaduan
pengaduan,bagaimana membuat komplain pemadaman tidak terjadwal di jakarta secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana membuat komplain pemadaman tidak terjadwal di jakarta secara online
pengaduan,"Admin, tahapan alur pengaduan dari pembuatan sampai penyelesaian?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin tahapan alur pengaduan dari pembuatan sampai penyelesaian
pengaduan,estimasi penanganan laporan di kantor PLN berapa lama?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",estimasi penanganan laporan di kantor pln berapa lama
pengaduan,butuh foto untuk laporan di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh foto untuk laporan di kantor pln
pengaduan,alur pengaduan terkait tagihan tidak sesuai secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",alur pengaduan terkait tagihan tidak sesuai secara online
pengaduan,apa saja kronologi yang harus dicantumkan untuk pengaduan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apa saja kronologi yang harus dicantumkan untuk pengaduan
pengaduan,target penyelesaian laporan secara online berapa lama?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",target penyelesaian laporan secara online berapa lama
pengaduan,langkah buat keluhan untuk meteran error via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",langkah buat keluhan untuk meteran error via website pln
pengaduan,prosedur alur keluhan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",prosedur alur keluhan dari pembuatan sampai penyelesaian
pengaduan,cara memantau status pengaduan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara memantau status pengaduan di website pln
pengaduan,tahapan aduan di PLN Mobile via website PLN di jakarta?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tahapan aduan di pln mobile via website pln di jakarta
pengaduan,apakah kantor PLN menyediakan menu Pengaduan untuk aduan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah kantor pln menyediakan menu pengaduan untuk aduan
pengaduan,bagaimana buat pengaduan gangguan listrik di palembang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat pengaduan gangguan listrik di palembang via call center
pengaduan,bagaimana mengajukan pengaduan melalui call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan pengaduan melalui call center
pengaduan,bagaimana mengajukan laporan melalui kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan laporan melalui kantor pln
pengaduan,bagaimana alur pengaduan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana alur pengaduan dari pembuatan sampai penyelesaian
pengaduan,prioritas keluhan kwh tidak bertambah di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",prioritas keluhan kwh tidak bertambah di kantor pln
pengaduan,bagaimana mengirimkan pengaduan di menu Keluhan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengirimkan pengaduan di menu keluhan
pengaduan,apa cara komplain melalui aplikasi via call center 123 di denpasar?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apa cara komplain melalui aplikasi via call center di denpasar
pengaduan,di mana melihat tiket pengaduan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",di mana melihat tiket pengaduan secara online
pengaduan,seberapa darurat aduan kwh tidak bertambah di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",seberapa darurat aduan kwh tidak bertambah di kantor pln
pengaduan,"Admin, mohon info komplain via call center 123 via website PLN di yogyakarta?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin mohon info komplain via call center via website pln di yogyakarta
pengaduan,apakah ketidaksesuaian tarif bisa diajukan lewat kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah ketidaksesuaian tarif bisa diajukan lewat kantor pln
pengaduan,butuh bukti untuk aduan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh bukti untuk aduan secara online
pengaduan,bagaimana alur pengaduan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana alur pengaduan dari pembuatan sampai penyelesaian
pengaduan,bagaimana mengirimkan keluhan tagihan tidak sesuai di medan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengirimkan keluhan tagihan tidak sesuai di medan secara online
pengaduan,alur membuat laporan untuk ketidaksesuaian tarif di PLN Mobile?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",alur membuat laporan untuk ketidaksesuaian tarif di pln mobile
pengaduan,"Admin, bagaimana ajukan laporan gangguan listrik di bandung via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin bagaimana ajukan laporan gangguan listrik di bandung via website pln
pengaduan,cara memeriksa tahap penanganan di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara memeriksa tahap penanganan di kantor pln
pengaduan,"Admin, apa saja detail kendala yang harus dicantumkan untuk keluhan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apa saja detail kendala yang harus dicantumkan untuk keluhan
pengaduan,"Admin, apakah wajib mencantumkan nomor meter saat ajukan pengaduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah wajib mencantumkan nomor meter saat ajukan pengaduan
pengaduan,bagaimana buat komplain gangguan listrik di palembang di PLN Mobile?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat komplain gangguan listrik di palembang di pln mobile
pengaduan,"Admin, SLA pengaduan via website PLN berapa lama?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin sla pengaduan via website pln berapa lama
pengaduan,langkah membuat pengaduan untuk ketidaksesuaian tarif via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",langkah membuat pengaduan untuk ketidaksesuaian tarif via website pln
pengaduan,bagaimana mengajukan laporan melalui call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan laporan melalui call center
pengaduan,apakah wajib mencantumkan nomor pelanggan saat buat laporan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan nomor pelanggan saat buat laporan
pengaduan,gimana komplain terkait pemadaman tidak terjadwal secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana komplain terkait pemadaman tidak terjadwal secara online
pengaduan,"Admin, info kirim laporan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin info kirim laporan via website pln
pengaduan,seberapa darurat aduan tagihan tidak sesuai melalui aplikasi?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",seberapa darurat aduan tagihan tidak sesuai melalui aplikasi
pengaduan,"Admin, cara memantau progres pengaduan di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin cara memantau progres pengaduan di kantor pln
pengaduan,mohon info alur keluhan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",mohon info alur keluhan dari pembuatan sampai penyelesaian
pengaduan,estimasi penanganan aduan melalui aplikasi berapa lama?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",estimasi penanganan aduan melalui aplikasi berapa lama
pengaduan,langkah kirim komplain untuk tiang miring melalui aplikasi?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",langkah kirim komplain untuk tiang miring melalui aplikasi
pengaduan,bagaimana membuat laporan meteran error di palembang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana membuat laporan meteran error di palembang via call center
pengaduan,apakah wajib mencantumkan ID pelanggan saat mengirimkan laporan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan id pelanggan saat mengirimkan laporan
pengaduan,bagaimana buat aduan gangguan listrik di semarang via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat aduan gangguan listrik di semarang via call center
pengaduan,di mana melihat tahap penanganan via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",di mana melihat tahap penanganan via website pln
pengaduan,"Admin, apakah tiang miring bisa diajukan lewat kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah tiang miring bisa diajukan lewat kantor pln
pengaduan,"Admin, apakah website PLN menyediakan menu Pengaduan untuk aduan?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apakah website pln menyediakan menu pengaduan untuk aduan
pengaduan,prosedur mengajukan keluhan untuk ketidaksesuaian tarif ?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",prosedur mengajukan keluhan untuk ketidaksesuaian tarif
pengaduan,apa cara buat pengaduan untuk kabel longgar secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apa cara buat pengaduan untuk kabel longgar secara online
pengaduan,"Admin, apa saja rincian masalah yang harus dicantumkan untuk komplain?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin apa saja rincian masalah yang harus dicantumkan untuk komplain
pengaduan,gimana komplain secara online via kantor PLN di bandung?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana komplain secara online via kantor pln di bandung
pengaduan,bagaimana mengajukan laporan melalui call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan laporan melalui call center
pengaduan,apakah wajib mencantumkan ID pelanggan saat mengirimkan laporan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan id pelanggan saat mengirimkan laporan
pengaduan,bagaimana laporan via call center 123 di surabaya?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana laporan via call center di surabaya
pengaduan,tingkat urgensi laporan tagihan tidak sesuai melalui aplikasi?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tingkat urgensi laporan tagihan tidak sesuai melalui aplikasi
pengaduan,"Admin, seberapa darurat aduan kwh tidak bertambah via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin seberapa darurat aduan kwh tidak bertambah via website pln
pengaduan,apakah wajib mencantumkan nomor pelanggan saat mengirimkan komplain?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan nomor pelanggan saat mengirimkan komplain
pengaduan,bagaimana mengajukan pengaduan melalui website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan pengaduan melalui website pln
pengaduan,alur mengajukan pengaduan di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",alur mengajukan pengaduan di kantor pln
pengaduan,cara memantau status pengaduan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara memantau status pengaduan di website pln
pengaduan,butuh foto untuk aduan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh foto untuk aduan secara online
pengaduan,bagaimana mengajukan aduan tiang miring di tangerang secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana mengajukan aduan tiang miring di tangerang secara online
pengaduan,cara memeriksa tahap penanganan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara memeriksa tahap penanganan di website pln
pengaduan,apakah PLN Mobile menyediakan menu Pengaduan untuk aduan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah pln mobile menyediakan menu pengaduan untuk aduan
pengaduan,"Admin, bagaimana mengajukan laporan melalui kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin bagaimana mengajukan laporan melalui kantor pln
pengaduan,butuh dokumen pendukung untuk aduan melalui aplikasi?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh dokumen pendukung untuk aduan melalui aplikasi
pengaduan,apakah wajib mencantumkan ID pelanggan saat buat keluhan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah wajib mencantumkan id pelanggan saat buat keluhan
pengaduan,apa saja detail kendala yang harus dicantumkan untuk laporan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apa saja detail kendala yang harus dicantumkan untuk laporan
pengaduan,cara cek tiket pengaduan di website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",cara cek tiket pengaduan di website pln
pengaduan,mohon info aduan terkait ketidaksesuaian tarif via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",mohon info aduan terkait ketidaksesuaian tarif via call center
pengaduan,"Admin, alur komplain melalui aplikasi via call center 123 di tangerang?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin alur komplain melalui aplikasi via call center di tangerang
pengaduan,target penyelesaian komplain via call center 123 berapa lama?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",target penyelesaian komplain via call center berapa lama
pengaduan,bagaimana membuat komplain secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana membuat komplain secara online
pengaduan,prosedur ajukan aduan via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",prosedur ajukan aduan via website pln
pengaduan,"Admin, seberapa darurat keluhan tiang miring di kantor PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin seberapa darurat keluhan tiang miring di kantor pln
pengaduan,di mana melihat progres pengaduan secara online?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",di mana melihat progres pengaduan secara online
pengaduan,gimana buat pengaduan via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",bagaimana buat pengaduan via website pln
pengaduan,"Admin, di mana melihat tiket pengaduan melalui aplikasi?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat tiket pengaduan melalui aplikasi
pengaduan,apakah PLN Mobile menyediakan menu Laporan untuk pengaduan?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apakah pln mobile menyediakan menu laporan untuk pengaduan
pengaduan,"Admin, di mana melihat tiket pengaduan secara online?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat tiket pengaduan secara online
pengaduan,di mana melihat tahap penanganan di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",di mana melihat tahap penanganan di kantor pln
pengaduan,tahapan aduan terkait kwh tidak bertambah via call center 123?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tahapan aduan terkait kwh tidak bertambah via call center
